sp	id	d	p	c	o	f	g	s
UP000663879	104777	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Brachionus	Brachionus calyciflorus
UP000276133	10195	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Brachionus	Brachionus plicatilis
UP000593567	10212	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Bugula	Bugula neritina
UP000007875	51511	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Ciona	Ciona savignyi
UP000008144	7719	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Ciona	Ciona intestinalis
UP000663829	1234261	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Didymodactylos	Didymodactylos carnosus
UP000078046	1819745	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Intoshia	Intoshia linei
UP000001307	34765	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Oikopleura	Oikopleura dioica
UP000186922	947166	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Ramazzottius	Ramazzottius varieornatus
UP000663870	392033	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Rotaria	Rotaria sordida
UP000663866	392030	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Rotaria	Rotaria magnacalcarata
UP000663873	392032	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Rotaria	Rotaria socialis
UP000663835	2762511	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Rotaria	Rotaria sp. Silwood1
UP000663884	2762512	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Rotaria	Rotaria sp. Silwood2
ANCSI	85707	Eukaryota	Ancyromonadida	Ancyromonadida	Ancyromonadida	Ancyromonadida	Ancyromonas	Ancyromonas sigmoides
FABTR	1246791	Eukaryota	Ancyromonadida	Ancyromonadida	Ancyromonadida	Ancyromonadida	Fabomonas	Fabomonas tropica
NUTLO	1246795	Eukaryota	Ancyromonadida	Ancyromonadida	Ancyromonadida	Ancyromonadida	Nutomonas	Nutomonas longa
COLTR	190325	Eukaryota	CRuMs	Collodictyonidae	Collodictyonidae	Collodictyonidae	Collodictyon	Collodictyon triciliatum
DIPRO	190327	Eukaryota	CRuMs	Collodictyonidae	Collodictyonidae	Collodictyonidae	Diphylleia	Diphylleia rotans
MANPL	856889	Eukaryota	CRuMs	Mantamonas	Mantamonas	Mantamonas	Mantamonas	Mantamonas plastica
RIGRA	1122280	Eukaryota	CRuMs	Rigifilida	Rigifilida	Rigifilida	Rigifila	Rigifila ramosa
UP000236319	189622	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Babesia	Babesia ovata
UP000033188	5866	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Babesia	Babesia bigemina
UP000002173	5865	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Babesia	Babesia bovis
UP000193856	462227	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Babesia	Babesia sp. Xinjiang
UP000002899	1133968	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Babesia	Babesia microti strain RI
UP000224006	94643	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Besnoitia	Besnoitia besnoiti
UP000095192	88456	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Cyclospora	Cyclospora cayetanensis
UP000221165	483139	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Cystoisospora	Cystoisospora suis
HAMHA	99158	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Hammondia	Hammondia hammondi
UP000007494	572307	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Neospora	Neospora caninum Liverpool
UP000001950	5874	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Theileria	Theileria annulata
UP000003786	869250	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Theileria	Theileria orientalis strain Shintoku
UP000001949	5875	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Theileria	Theileria parva
UP000031512	1537102	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Theileria	Theileria equi strain WA
UP000002437	5811	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Toxoplasma	Toxoplasma gondii
UP000002226	432359	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Toxoplasma	Toxoplasma gondii VEG
CHRVE	1169474	Eukaryota	Diaphoretickes	Alveolata	Colpodellida	Colpodellida	Chromera	Chromera velia CCMP2878
UP000041254	1169540	Eukaryota	Diaphoretickes	Alveolata	Colpodellida	Colpodellida	Vitrella	Vitrella brassicaformis CCMP3155
UP000001460	441375	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	Cryptosporidium	Cryptosporidium	Cryptosporidium muris RN66
UP000006726	353152	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	Cryptosporidium	Cryptosporidium	Cryptosporidium parvum Iowa II
BREMI	2499525	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Breviolum	Breviolum minutum
UP000654075	89957	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Polarella	Polarella glacialis
UP000601435	1628268	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium necroappetens
UP000604046	878477	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium natans
UP000649617	2952	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium pilosum
UP000654275	230985	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium sp. KB8
UP000639591	1519616	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium sp. CCMP2456
UP000643038	631055	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium sp. CCMP2592
UP000186817	2951	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium microadriaticum
UP000019763	110365	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	gregarinomorphea	Gregarina	Gregarina niphandrodes
UP000187209	5963	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Heterotrichea	Stentor	Stentor coeruleus
UP000697958	2202890	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	MALV-II	Amoebophrya	Amoebophrya sp. A120
UP000748552	1410381	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	MALV-II	Amoebophrya	Amoebophrya sp. A25
UP000008983	5932	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Ichthyophthirius	Ichthyophthirius multifiliis
UP000689195	43138	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Paramecium	Paramecium pentaurelia
UP000692954	65129	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Paramecium	Paramecium sonneborni
UP000000600	5888	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Paramecium	Paramecium tetraurelia
UP000683925	43137	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Paramecium	Paramecium octaurelia
UP000688137	5886	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Paramecium	Paramecium primaurelia
UP000054937	266149	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Pseudocohnilembus	Pseudocohnilembus persalinus
UP000009168	312017	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Tetrahymena	Tetrahymena thermophila SB210
UP000553632	32597	Eukaryota	Diaphoretickes	Alveolata	Perkinsea	Perkinsea	Perkinsus	Perkinsus olseni
UP000298064	2494336	Eukaryota	Diaphoretickes	Alveolata	Perkinsea	Perkinsea	Perkinsus	Perkinsus sp. BL_2016
UP000591131	330153	Eukaryota	Diaphoretickes	Alveolata	Perkinsea	Perkinsea	Perkinsus	Perkinsus chesapeaki
UP000007800	423536	Eukaryota	Diaphoretickes	Alveolata	Perkinsea	Perkinsea	Perkinsus	Perkinsus marinus ATCC 50983
UP000785679	5974	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Spirotrichea	Halteria	Halteria grandinella
UP000006077	1172189	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Spirotrichea	Oxytricha	Oxytricha trifallax
UP000039865	5949	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Spirotrichea	Stylonychia	Stylonychia lemnae
UP000492440	2600580	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Hepatocystis	Hepatocystis sp. ex Piliocolobus tephrosceles
UP000195521	77519	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium gonderi
UP000219813	5858	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium malariae
UP000220158	85471	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium relictum
UP000242942	36330	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium ovale
UP000006319	1120755	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium cynomolgi strain B
UP000008553	73239	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium yoelii yoelii
UP000031513	5851	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium knowlesi strain H
UP000074855	5823	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium berghei ANKA
UP000078555	864142	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium ovale wallikeri
UP000078560	864141	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium ovale curtisi
UP000054566	580058	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum RAJ116
UP000030656	1036724	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum FCH/4
UP000030697	1237627	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum UGT5.1
UP000030699	1036727	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum MaliPS096_E11
UP000030708	1036725	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum Tanzania (2000708)
UP000054562	580059	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum IGH-CR14
UP000001450	36329	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum 3D7
UP000030673	5843	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum NF54
UP000054282	57267	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum Dd2
UP000054289	137071	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum HB3
UP000008333	126793	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium vivax Sal-1
UP000030694	5835	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum CAMP/Malaysia
UP000019103	57270	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum Palo Alto/Uganda
ANCTW	2044563	Eukaryota	Diaphoretickes	Ancoracysta	Ancoracysta	Ancoracysta	Ancoracysta	Ancoracysta twista
ACA20	299834	Eukaryota	Diaphoretickes	Centroplasthelida	Centroplasthelida	Centroplasthelida	Acanthocystis	Acanthocystis
CHO07	299888	Eukaryota	Diaphoretickes	Centroplasthelida	Centroplasthelida	Centroplasthelida	Choanocystis	Choanocystis
PTE34	238775	Eukaryota	Diaphoretickes	Centroplasthelida	Centroplasthelida	Centroplasthelida	Pterocystis	Pterocystis
RAPHE	1703429	Eukaryota	Diaphoretickes	Centroplasthelida	Centroplasthelida	Centroplasthelida	Raphidiophrys	Raphidiophrys heterophryoidea
UP000265515	69332	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Charophyceae	Chara	Chara braunii
UP000232323	1157962	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Chlamydomonas	Chlamydomonas eustigma
UP000613740	2026947	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Chlamydomonas	Chlamydomonas schloesseri
UP000650467	51695	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Chlamydomonas	Chlamydomonas incerta
UP000006906	3055	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Chlamydomonas	Chlamydomonas reinhardtii
UP000612055	47281	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Edaphochlamys	Edaphochlamys debaryana
UP000075714	33097	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Gonium	Gonium pectorale
UP000485058	44745	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Haematococcus	Haematococcus lacustris
UP000054498	145388	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Monoraphidium	Monoraphidium neglectum
UP000247498	307507	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Raphidocelis	Raphidocelis subcapitata
UP000588193	2650976	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Scenedesmus	Scenedesmus sp. NREL 46B-D3
UP000236333	47790	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Tetrabaena	Tetrabaena socialis
UP000256970	3088	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Tetradesmus	Tetradesmus obliquus
UP000747110	1737510	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Volvox	Volvox reticuliferus
UP000747399	51714	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Volvox	Volvox africanus
UP000001058	3068	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Volvox	Volvox carteri f. nagariensis
UP000316726	1764295	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chloropicophyceae	Chloropicon	Chloropicon primus
UP000694853	3816	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Abrus	Abrus precatorius
UP000323000	1000413	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Acer	Acer yangbiense
UP000585474	165716	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Actinidia	Actinidia rufa
UP000241394	1590841	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Actinidia	Actinidia chinensis var. chinensis
UP000015105	200361	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Aegilops	Aegilops tauschii subsp. strangulata
UP000017836	13333	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Amborella	Amborella trichopoda
UP000092600	4615	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ananas	Ananas comosus
UP000593563	4045	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Apium	Apium graveolens
UP000236161	1088818	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Apostasia	Apostasia shenzhenica
UP000230069	218851	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Aquilegia	Aquilegia coerulea
UP000006548	3702	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Arabidopsis	Arabidopsis thaliana
UP000008694	81972	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Arabidopsis	Arabidopsis lyrata subsp. lyrata
UP000489600	586526	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Arabis	Arabis nemorensis
UP000029120	50452	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Arabis	Arabis alpina
UP000289738	3818	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Arachis	Arachis hypogaea
UP000515211	130453	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Arachis	Arachis duranensis
UP000245207	35608	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Artemisia	Artemisia annua
UP000243459	4686	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Asparagus	Asparagus officinalis
UP000035740	3555	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Beta	Beta vulgaris subsp. vulgaris
UP000008810	15368	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Brachypodium	Brachypodium distachyon
UP000028999	3708	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Brassica	Brassica napus
UP000264353	3711	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Brassica	Brassica rapa
UP000720423	69181	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Brassica	Brassica cretica
UP000032141	109376	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Brassica	Brassica oleracea var. oleracea
UP000011750	51351	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Brassica	Brassica rapa subsp. pekinensis
UP000075243	3821	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cajanus	Cajanus cajan
UP000593564	4442	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Camellia	Camellia sinensis
UP000306102	542762	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Camellia	Camellia sinensis var. sinensis
UP000583929	3483	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cannabis	Cannabis sativa
UP000029121	81985	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Capsella	Capsella rubella
UP000222542	4072	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Capsicum	Capsicum annuum
UP000224567	33114	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Capsicum	Capsicum baccatum
UP000224522	80379	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Capsicum	Capsicum chinense
UP000623129	544730	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Carex	Carex littledalei
UP000327013	176857	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Carpinus	Carpinus fangiana
UP000811609	32201	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Carya	Carya illinoinensis
UP000737018	60419	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Castanea	Castanea mollissima
UP000187406	3775	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cephalotus	Cephalotus follicularis
UP000822688	3225	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ceratodon	Ceratodon purpureus
UP000825935	49495	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ceratopteris	Ceratopteris richardii
UP000596660	63459	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Chenopodium	Chenopodium quinoa
UP000087171	3827	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cicer	Cicer arietinum
UP000283530	337451	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cinnamomum	Cinnamomum micranthum f. kanehirae
UP000027120	2711	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Citrus	Citrus sinensis
UP000030687	85681	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Citrus	Citrus clementina
UP000236630	55188	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Citrus	Citrus unshiu
UP000797356	13894	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cocos	Cocos nucifera
UP000295252	49390	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Coffea	Coffea canephora
UP000515148	13443	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Coffea	Coffea arabica
UP000652761	4460	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Colocasia	Colocasia esculenta
UP000631114	261450	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Coptis	Coptis chinensis
UP000187203	93759	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Corchorus	Corchorus olitorius
UP000188268	210143	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Corchorus	Corchorus capsularis
UP000806378	360336	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Corymbia	Corymbia citriodora subsp. variegata
UP000029981	3659	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cucumis	Cucumis sativus
UP000089565	3656	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cucumis	Cucumis melo
UP000321393	1194695	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cucumis	Cucumis melo var. makuwa
UP000504608	3661	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cucurbita	Cucurbita maxima
UP000249390	267555	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cuscuta	Cuscuta australis
UP000595140	132261	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cuscuta	Cuscuta campestris
UP000243975	59895	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cynara	Cynara cardunculus var. scolymus
UP000077755	79200	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Daucus	Daucus carota subsp. sativus
UP000233837	906689	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Dendrobium	Dendrobium catenatum
UP000829196	94219	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Dendrobium	Dendrobium nobile
UP000095767	888268	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Dichanthelium	Dichanthelium oligosanthes
UP000636709	1010633	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Digitaria	Digitaria exilis
UP000250235	472368	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Dorcoceras	Dorcoceras hygrometricum
UP000515121	66656	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Durio	Durio zibethinus
UP000504607	51953	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Elaeis	Elaeis guineensis
UP000288739	4639	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ensete	Ensete ventricosum
UP000324897	38414	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Eragrostis	Eragrostis curvula
UP000030748	4155	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Erythranthe	Erythranthe guttata
UP000030711	71139	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Eucalyptus	Eucalyptus grandis
UP000030689	72664	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Eutrema	Eutrema salsugineum
UP000015453	192259	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Genlisea	Genlisea aurea
UP000008827	3847	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Glycine	Glycine max
UP000289340	3848	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Glycine	Glycine soja
UP000325315	47621	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium australe
UP000593560	34285	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium harknessii
UP000593568	34281	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium trilobum
UP000593572	34289	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium lobatum
UP000593573	34286	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium klotzschianum
UP000593574	34288	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium laxum
UP000593575	34283	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium armourianum
UP000701853	47600	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium anomalum
UP000323597	34275	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium mustelinum
UP000593576	34291	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium schwendimanii
UP000593561	34287	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium davidsonii
UP000593577	34290	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium aridum
UP000032304	29730	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium raimondii
UP000189702	3635	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium hirsutum
UP000239757	3634	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium barbadense
UP000593579	34282	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium gossypioides
UP000032142	29729	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium arboreum
UP000231279	429701	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Handroanthus	Handroanthus impetiginosus
UP000215914	4232	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Helianthus	Helianthus annuus
UP000504621	108875	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Herrania	Herrania umbratica
UP000467840	3981	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Hevea	Hevea brasiliensis
UP000436088	106335	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Hibiscus	Hibiscus syriacus
UP000011116	112509	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Hordeum	Hordeum vulgare subsp. vulgare
UP000243839	35883	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ipomoea	Ipomoea nil
