code	d	p	c	o	f	g	s
UP000663884	Eukaryota	Amorphea	Opisthokonta	Metazoa	NA	Rotaria	Rotaria sp. Silwood2
ANCSI	Eukaryota	Ancyromonadida	Ancyromonadida	Ancyromonadida	Ancyromonadida	Ancyromonas	Ancyromonas sigmoides
FABTR	Eukaryota	Ancyromonadida	Ancyromonadida	Ancyromonadida	Ancyromonadida	Fabomonas	Fabomonas tropica
NUTLO	Eukaryota	Ancyromonadida	Ancyromonadida	Ancyromonadida	Ancyromonadida	Nutomonas	Nutomonas longa
COLTR	Eukaryota	CRuMs	Collodictyonidae	Collodictyonidae	Collodictyonidae	Collodictyon	Collodictyon triciliatum
DIPRO	Eukaryota	CRuMs	Collodictyonidae	Collodictyonidae	Collodictyonidae	Diphylleia	Diphylleia rotans
MANPL	Eukaryota	CRuMs	Mantamonas	Mantamonas	Mantamonas	Mantamonas	Mantamonas plastica
RIGRA	Eukaryota	CRuMs	Rigifilida	Rigifilida	Rigifilida	Rigifila	Rigifila ramosa
UP000236319	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Babesia	Babesia ovata
UP000033188	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Babesia	Babesia bigemina
UP000002173	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Babesia	Babesia bovis
UP000193856	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Babesia	Babesia sp. Xinjiang
UP000002899	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Babesia	Babesia microti strain RI
UP000224006	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Besnoitia	Besnoitia besnoiti
UP000095192	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Cyclospora	Cyclospora cayetanensis
UP000221165	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Cystoisospora	Cystoisospora suis
HAMHA	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Hammondia	Hammondia hammondi
UP000007494	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Neospora	Neospora caninum Liverpool
UP000001950	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Theileria	Theileria annulata
UP000003786	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Theileria	Theileria orientalis strain Shintoku
UP000001949	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Theileria	Theileria parva
UP000031512	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Theileria	Theileria equi strain WA
UP000002437	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Toxoplasma	Toxoplasma gondii
UP000002226	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	coccidiomorphea	Toxoplasma	Toxoplasma gondii VEG
CHRVE	Eukaryota	Diaphoretickes	Alveolata	Colpodellida	Colpodellida	Chromera	Chromera velia CCMP2878
UP000041254	Eukaryota	Diaphoretickes	Alveolata	Colpodellida	Colpodellida	Vitrella	Vitrella brassicaformis CCMP3155
UP000001460	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	Cryptosporidium	Cryptosporidium	Cryptosporidium muris RN66
UP000006726	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	Cryptosporidium	Cryptosporidium	Cryptosporidium parvum Iowa II
BREMI	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Breviolum	Breviolum minutum
UP000654075	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Polarella	Polarella glacialis
UP000601435	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium necroappetens
UP000604046	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium natans
UP000649617	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium pilosum
UP000654275	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium sp. KB8
UP000639591	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium sp. CCMP2456
UP000643038	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium sp. CCMP2592
UP000186817	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	Dinophyceae	Symbiodinium	Symbiodinium microadriaticum
UP000019763	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	gregarinomorphea	Gregarina	Gregarina niphandrodes
UP000187209	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Heterotrichea	Stentor	Stentor coeruleus
UP000697958	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	MALV-II	Amoebophrya	Amoebophrya sp. A120
UP000748552	Eukaryota	Diaphoretickes	Alveolata	Dinoflagellata	MALV-II	Amoebophrya	Amoebophrya sp. A25
UP000008983	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Ichthyophthirius	Ichthyophthirius multifiliis
UP000689195	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Paramecium	Paramecium pentaurelia
UP000692954	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Paramecium	Paramecium sonneborni
UP000000600	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Paramecium	Paramecium tetraurelia
UP000683925	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Paramecium	Paramecium octaurelia
UP000688137	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Paramecium	Paramecium primaurelia
UP000054937	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Pseudocohnilembus	Pseudocohnilembus persalinus
UP000009168	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Oligohymenophorea	Tetrahymena	Tetrahymena thermophila SB210
UP000553632	Eukaryota	Diaphoretickes	Alveolata	Perkinsea	Perkinsea	Perkinsus	Perkinsus olseni
UP000298064	Eukaryota	Diaphoretickes	Alveolata	Perkinsea	Perkinsea	Perkinsus	Perkinsus sp. BL_2016
UP000591131	Eukaryota	Diaphoretickes	Alveolata	Perkinsea	Perkinsea	Perkinsus	Perkinsus chesapeaki
UP000007800	Eukaryota	Diaphoretickes	Alveolata	Perkinsea	Perkinsea	Perkinsus	Perkinsus marinus ATCC 50983
UP000785679	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Spirotrichea	Halteria	Halteria grandinella
UP000006077	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Spirotrichea	Oxytricha	Oxytricha trifallax
UP000039865	Eukaryota	Diaphoretickes	Alveolata	Ciliophora	Spirotrichea	Stylonychia	Stylonychia lemnae
UP000492440	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Hepatocystis	Hepatocystis sp. ex Piliocolobus tephrosceles
UP000195521	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium gonderi
UP000219813	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium malariae
UP000220158	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium relictum
UP000242942	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium ovale
UP000006319	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium cynomolgi strain B
UP000008553	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium yoelii yoelii
UP000031513	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium knowlesi strain H
UP000074855	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium berghei ANKA
UP000078555	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium ovale wallikeri
UP000078560	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium ovale curtisi
UP000054566	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum RAJ116
UP000030656	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum FCH/4
UP000030697	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum UGT5.1
UP000030699	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum MaliPS096_E11
UP000030708	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum Tanzania (2000708)
UP000054562	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum IGH-CR14
UP000001450	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum 3D7
UP000030673	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum NF54
UP000054282	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum Dd2
UP000054289	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum HB3
UP000008333	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium vivax Sal-1
UP000030694	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum CAMP/Malaysia
UP000019103	Eukaryota	Diaphoretickes	Alveolata	Apicomplexa	NA	Plasmodium	Plasmodium falciparum Palo Alto/Uganda
ANCTW	Eukaryota	Diaphoretickes	Ancoracysta	Ancoracysta	Ancoracysta	Ancoracysta	Ancoracysta twista
ACA20	Eukaryota	Diaphoretickes	Centroplasthelida	Centroplasthelida	Centroplasthelida	Acanthocystis	Acanthocystis
CHO07	Eukaryota	Diaphoretickes	Centroplasthelida	Centroplasthelida	Centroplasthelida	Choanocystis	Choanocystis
PTE34	Eukaryota	Diaphoretickes	Centroplasthelida	Centroplasthelida	Centroplasthelida	Pterocystis	Pterocystis
RAPHE	Eukaryota	Diaphoretickes	Centroplasthelida	Centroplasthelida	Centroplasthelida	Raphidiophrys	Raphidiophrys heterophryoidea
UP000265515	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Charophyceae	Chara	Chara braunii
UP000232323	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Chlamydomonas	Chlamydomonas eustigma
UP000613740	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Chlamydomonas	Chlamydomonas schloesseri
UP000650467	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Chlamydomonas	Chlamydomonas incerta
UP000006906	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Chlamydomonas	Chlamydomonas reinhardtii
UP000612055	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Edaphochlamys	Edaphochlamys debaryana
UP000075714	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Gonium	Gonium pectorale
UP000485058	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Haematococcus	Haematococcus lacustris
UP000054498	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Monoraphidium	Monoraphidium neglectum
UP000247498	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Raphidocelis	Raphidocelis subcapitata
UP000588193	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Scenedesmus	Scenedesmus sp. NREL 46B-D3
UP000236333	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Tetrabaena	Tetrabaena socialis
UP000256970	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Tetradesmus	Tetradesmus obliquus
UP000747110	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Volvox	Volvox reticuliferus
UP000747399	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Volvox	Volvox africanus
UP000001058	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chlorophyceae	Volvox	Volvox carteri f. nagariensis
UP000316726	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Chloropicophyceae	Chloropicon	Chloropicon primus
UP000694853	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Abrus	Abrus precatorius
UP000323000	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Acer	Acer yangbiense
UP000585474	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Actinidia	Actinidia rufa
UP000241394	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Actinidia	Actinidia chinensis var. chinensis
UP000015105	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Aegilops	Aegilops tauschii subsp. strangulata
UP000017836	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Amborella	Amborella trichopoda
UP000092600	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ananas	Ananas comosus
UP000593563	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Apium	Apium graveolens
UP000236161	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Apostasia	Apostasia shenzhenica
UP000230069	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Aquilegia	Aquilegia coerulea
UP000006548	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Arabidopsis	Arabidopsis thaliana
UP000008694	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Arabidopsis	Arabidopsis lyrata subsp. lyrata
UP000489600	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Arabis	Arabis nemorensis
UP000029120	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Arabis	Arabis alpina
UP000289738	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Arachis	Arachis hypogaea
UP000515211	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Arachis	Arachis duranensis
UP000245207	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Artemisia	Artemisia annua
UP000243459	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Asparagus	Asparagus officinalis
UP000035740	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Beta	Beta vulgaris subsp. vulgaris
UP000008810	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Brachypodium	Brachypodium distachyon
UP000028999	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Brassica	Brassica napus
UP000264353	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Brassica	Brassica rapa
UP000720423	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Brassica	Brassica cretica
UP000032141	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Brassica	Brassica oleracea var. oleracea
UP000011750	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Brassica	Brassica rapa subsp. pekinensis
UP000075243	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cajanus	Cajanus cajan
UP000593564	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Camellia	Camellia sinensis
UP000306102	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Camellia	Camellia sinensis var. sinensis
UP000583929	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cannabis	Cannabis sativa
UP000029121	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Capsella	Capsella rubella
UP000222542	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Capsicum	Capsicum annuum
UP000224567	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Capsicum	Capsicum baccatum
UP000224522	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Capsicum	Capsicum chinense
UP000623129	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Carex	Carex littledalei
UP000327013	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Carpinus	Carpinus fangiana
UP000811609	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Carya	Carya illinoinensis
UP000737018	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Castanea	Castanea mollissima
UP000187406	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cephalotus	Cephalotus follicularis
UP000822688	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ceratodon	Ceratodon purpureus
UP000825935	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ceratopteris	Ceratopteris richardii
UP000596660	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Chenopodium	Chenopodium quinoa
UP000087171	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cicer	Cicer arietinum
UP000283530	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cinnamomum	Cinnamomum micranthum f. kanehirae
UP000027120	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Citrus	Citrus sinensis
UP000030687	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Citrus	Citrus clementina
UP000236630	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Citrus	Citrus unshiu
UP000797356	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cocos	Cocos nucifera
UP000295252	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Coffea	Coffea canephora
UP000515148	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Coffea	Coffea arabica
UP000652761	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Colocasia	Colocasia esculenta
UP000631114	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Coptis	Coptis chinensis
UP000187203	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Corchorus	Corchorus olitorius
UP000188268	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Corchorus	Corchorus capsularis
UP000806378	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Corymbia	Corymbia citriodora subsp. variegata
UP000029981	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cucumis	Cucumis sativus
UP000089565	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cucumis	Cucumis melo
UP000321393	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cucumis	Cucumis melo var. makuwa
UP000504608	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cucurbita	Cucurbita maxima
UP000249390	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cuscuta	Cuscuta australis
UP000595140	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cuscuta	Cuscuta campestris
UP000243975	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Cynara	Cynara cardunculus var. scolymus
UP000077755	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Daucus	Daucus carota subsp. sativus
UP000233837	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Dendrobium	Dendrobium catenatum
UP000829196	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Dendrobium	Dendrobium nobile
UP000095767	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Dichanthelium	Dichanthelium oligosanthes
UP000636709	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Digitaria	Digitaria exilis
UP000250235	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Dorcoceras	Dorcoceras hygrometricum
UP000515121	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Durio	Durio zibethinus
UP000504607	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Elaeis	Elaeis guineensis
UP000288739	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ensete	Ensete ventricosum
UP000324897	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Eragrostis	Eragrostis curvula
UP000030748	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Erythranthe	Erythranthe guttata
UP000030711	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Eucalyptus	Eucalyptus grandis
UP000030689	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Eutrema	Eutrema salsugineum
UP000015453	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Genlisea	Genlisea aurea
UP000008827	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Glycine	Glycine max
UP000289340	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Glycine	Glycine soja
UP000325315	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium australe
UP000593560	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium harknessii
UP000593568	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium trilobum
UP000593572	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium lobatum
UP000593573	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium klotzschianum
UP000593574	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium laxum
UP000593575	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium armourianum
UP000701853	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium anomalum
UP000323597	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium mustelinum
UP000593576	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium schwendimanii
UP000593561	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium davidsonii
UP000593577	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium aridum
UP000032304	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium raimondii
UP000189702	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium hirsutum
UP000239757	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium barbadense
UP000593579	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium gossypioides
UP000032142	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Gossypium	Gossypium arboreum
UP000231279	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Handroanthus	Handroanthus impetiginosus
UP000215914	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Helianthus	Helianthus annuus
UP000504621	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Herrania	Herrania umbratica
UP000467840	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Hevea	Hevea brasiliensis
UP000436088	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Hibiscus	Hibiscus syriacus
UP000011116	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Hordeum	Hordeum vulgare subsp. vulgare
UP000243839	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ipomoea	Ipomoea nil
UP000027138	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Jatropha	Jatropha curcas
UP000235220	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Juglans	Juglans regia
UP000594263	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Kalanchoe	Kalanchoe fedtschenkoi
UP000541444	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Kingdonia	Kingdonia uniflora
UP000235145	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Lactuca	Lactuca sativa
UP000032180	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Leersia	Leersia perrieri
UP000188354	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Lupinus	Lupinus angustifolius
UP000464885	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Lupinus	Lupinus albus
UP000195402	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Macleaya	Macleaya cordata
UP000290289	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Malus	Malus domestica
UP000315295	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Malus	Malus baccata
UP000091857	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Manihot	Manihot esculenta
UP000244005	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Marchantia	Marchantia polymorpha
UP000077202	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Marchantia	Marchantia polymorpha subsp. ruderalis
UP000002051	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Medicago	Medicago truncatula
UP000467841	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Microthlaspi	Microthlaspi erraticum
UP000326396	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Mikania	Mikania micrantha
UP000604825	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Miscanthus	Miscanthus lutarioriparius
UP000504603	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Momordica	Momordica charantia
UP000516437	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Morella	Morella rubra
UP000030645	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Morus	Morus notabilis
UP000317650	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Musa	Musa balbisiana
UP000012960	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Musa	Musa acuminata subsp. malaccensis
